Location_Latitude,Location_Longitude,Traffic_Density(cars/km²),Average_Speed(km/h),Time_of_Day
37.642086507352396,-121.37159304235901,145,64.87802953539126,Evening
37.275536567140854,-121.56135098156402,319,37.63650980147793,Morning
37.49452112512041,-121.96124306444582,430,55.223286086761725,Evening
37.12169530672667,-121.50045166479534,228,20.54276671479634,Evening
37.588093637605446,-121.2352237578749,357,75.2853670379735,Evening
37.31607768384326,-121.7344424019876,305,36.81411644947025,Night
37.62696843452871,-121.19322643035123,43,61.06649953835069,Afternoon
37.80839488230402,-121.74819323394912,361,11.423875731752435,Morning
37.61164641938999,-121.1762536120492,88,24.36310000333649,Afternoon
37.29574756259502,-121.91473165838832,245,44.09577810265046,Evening
37.2557437015483,-121.13381629113097,392,71.47767274126426,Evening
37.32742095873345,-121.50081354906666,282,46.9078604965474,Afternoon
37.16462051323651,-121.70346241037974,170,75.09093376057153,Afternoon
37.18117185085002,-121.73488674958485,184,43.865782760795746,Morning
37.790691101900165,-121.56798944106964,375,44.33143677151649,Evening
37.384732576507446,-121.00095050189636,317,18.38227519503723,Afternoon
37.435995180570586,-121.77967260656241,383,66.18593709065539,Night
37.59404946556681,-121.896783351121,473,27.287578872694375,Evening
37.589653495151545,-121.41496483128134,230,72.97287425606206,Evening
37.06737687152192,-121.51145753355975,18,73.75769542312773,Morning
37.83154078633767,-121.4758037289367,298,76.03170783119047,Night
37.17732655322394,-121.33306458244279,453,46.4161342372163,Morning
37.72307163604967,-121.73285593012935,122,57.39656493485511,Night
37.77267098812817,-121.08933500461612,486,64.49611160431644,Morning
37.714899534091316,-121.5643279338777,214,19.171023305532593,Night
37.578977646554144,-121.87091380485754,414,52.067003649824805,Night
37.01460899710888,-121.25770124326606,195,12.400853091231816,Night
37.36037549236317,-121.35689564738215,350,44.82962583721081,Afternoon
37.604839429362585,-121.68425659751597,206,20.838987713415918,Evening
37.38745129592254,-121.37848127596595,275,22.80460481734593,Night
37.863479894912814,-121.78013804363103,271,35.55332966848211,Afternoon
37.30880227534961,-121.55516064065947,257,40.27060167015521,Afternoon
37.29353479245866,-121.10058747783268,124,53.622069717253105,Morning
37.26599769309266,-121.86646576683926,130,15.209989290696097,Evening
37.332780868960796,-121.61330355001253,150,45.258423286621124,Evening
37.55740496431419,-121.17885757527965,74,22.78375911771708,Morning
37.707015294272594,-121.03050910059382,285,50.178262252221934,Evening
37.662567917738784,-121.5460738635782,322,54.618322858282845,Morning
37.80771781998148,-121.49300037985665,248,48.96964795869977,Afternoon
37.885913995497425,-121.42782803821623,311,61.68068573348154,Afternoon
37.816079042343354,-121.06765185836629,401,33.492647096863095,Night
37.01894540337435,-121.14179320902296,19,63.557461414319164,Morning
37.73591795355199,-121.82939887537836,466,40.293695719573556,Afternoon
37.20839957361833,-121.56324218215292,378,43.89291488258178,Afternoon
37.13292804270798,-121.53599957180357,242,55.367148908275,Morning
37.63848878479914,-121.21090388835124,204,11.285086879945677,Afternoon
37.319743195407696,-121.39710711739457,404,55.77959549941738,Evening
37.05711716337044,-121.34577953797098,21,53.300960435048076,Afternoon
37.13762973439836,-121.00180009233438,403,31.689298172729593,Morning
37.00092941686996,-121.92503995652999,418,16.005599942964263,Evening
37.90322362734471,-121.77699017646627,186,16.36548149391288,Evening
37.02461798384124,-121.59210406262845,186,74.625662288966,Afternoon
37.20945576950951,-121.65221759695112,226,58.2495524858086,Night
37.41626278068791,-121.97835443865301,20,18.897182963951828,Evening
37.35657132595082,-121.90822239352883,455,34.97062185162345,Morning
37.911725876912776,-121.31904670859642,127,51.47380957311175,Night
37.040288945734545,-121.12067553663744,173,68.49001935634541,Night
37.51221470767705,-121.48577298873403,48,13.056265009910597,Evening
37.680479462524374,-121.46080892048637,62,26.56431920290062,Afternoon
37.93169797368117,-121.74490656716762,227,72.2824293206766,Night
37.62037125212372,-121.23212363636628,215,10.641588512867154,Afternoon
37.80375523601176,-121.24820541263274,496,24.09793719557212,Evening
37.083724937845346,-121.41163431078235,321,77.13169231810761,Morning
37.38593951093693,-121.78733571348866,369,52.938129256551974,Night
37.37394713447907,-121.9029817817629,394,28.316995664625452,Morning
37.88628821645572,-121.93576142414287,65,14.689376607709333,Afternoon
37.15137117126328,-121.40730393335713,127,11.97339383130555,Afternoon
37.15188617233663,-121.1749646808572,397,27.132155574584907,Morning
37.3285581498858,-121.14166956821907,262,71.70400737122372,Evening
37.05446604736684,-121.53637792565655,295,39.113955800825664,Evening
37.18245804065249,-121.21572870069328,277,60.42333584161951,Night
37.96520963854574,-121.05311980365897,300,74.27995247659705,Night
37.428183939867175,-121.72482988751193,342,38.56283231219716,Evening
37.632019208422435,-121.60203965361924,189,23.389415972617794,Evening
37.726111259344634,-121.06852100740332,424,46.19825515998436,Morning
37.3669614070072,-121.66176903268271,367,73.5658580941898,Afternoon
37.147227074410516,-121.0861237096782,244,66.30620898963905,Afternoon
37.20658101622178,-121.01895513774554,352,14.608089035420765,Night
37.31326647658061,-121.33818927142558,205,58.480096005430724,Evening
37.636068420352224,-121.18310971049583,317,50.032826572126766,Morning
37.39828054908905,-121.25045443577892,89,73.52242234424978,Night
37.006814697900126,-121.30046574238447,144,18.57369917952081,Morning
37.52340718506747,-121.69306892701877,31,47.38252792432596,Evening
37.92151339190742,-121.94290566209206,486,71.56238854583246,Evening
37.81207761100868,-121.65694826748035,340,38.70166507192201,Evening
37.825211371259634,-121.3330640147961,449,43.739644241300695,Afternoon
37.79505801760613,-121.8974708017722,234,14.932247436687081,Evening
37.323730825610426,-121.98808201702175,67,29.47005483142376,Night
37.765193833754395,-121.86030762739706,102,32.71546544182631,Afternoon
37.143161357811195,-121.2842640735892,201,76.15857141214208,Morning
37.657716147275956,-121.02720629834356,112,29.786715237881133,Night
37.641568566684995,-121.01693530038519,405,42.26081146887564,Night
37.02556979908974,-121.50602085085981,16,56.991309649499584,Morning
37.78797013359093,-121.13064769900765,137,21.35283606855142,Afternoon
37.90324810509513,-121.2631735442485,64,44.05096709993121,Night
37.26741527847211,-121.49895976301539,240,61.69773276331353,Night
37.81239072418615,-121.42723946704491,371,70.67986491189461,Night
37.082405971861945,-121.86277285338313,71,53.83814922636987,Afternoon
37.59996785826107,-121.0623385393834,249,56.83374607218635,Afternoon
37.485646865334274,-121.64807022926823,99,18.839843080919827,Afternoon
37.545923533309,-121.55385074354282,241,76.2043548072443,Night
37.92620520188434,-121.3283397690021,466,19.280185423913764,Evening
37.871315247246855,-121.66609752847344,242,64.22710560272589,Morning
37.78508365723976,-121.74574083901106,363,28.537142524482316,Evening
37.27369845767837,-121.36895060672978,342,75.3515200590876,Afternoon
37.91181862868609,-121.97501591771815,448,60.39716775586357,Night
37.09750769246388,-121.27927488797332,384,62.76695990848583,Night
37.85332921655879,-121.48597663012349,301,25.334142114191835,Evening
37.328160072353604,-121.39424626947907,354,41.01279836446126,Evening
37.05377231166198,-121.36811984075311,161,53.24692362125005,Morning
37.66935698424075,-121.47294984350744,437,63.89815327446207,Night
37.231279928315956,-121.41746622255927,154,17.27715631386727,Evening
37.243571125864634,-121.31621179911012,139,77.36557215181699,Morning
37.30604716622877,-121.24688115282032,150,72.31544693881892,Afternoon
37.063684767502515,-121.27254760871388,424,28.924401334690906,Evening
37.17712714419825,-121.13038354226774,102,67.59321701226324,Afternoon
37.005139627585564,-121.8105565668326,123,46.28267461278764,Morning
37.44540952110579,-121.5988520305082,293,42.32645370934131,Afternoon
37.084255377417975,-121.05220393398554,453,32.01038740679838,Night
37.6826526050442,-121.60340942561368,420,50.667801064211474,Night
37.23562285119165,-121.87512992309408,152,61.09223823925184,Afternoon
37.943574144035175,-121.47455487363781,232,38.76530334739308,Night
37.87125162739865,-121.89050902744553,241,54.045343510580445,Morning
37.28944089496821,-121.79714676127213,472,58.951904480871264,Night
37.78321545465668,-121.00168124342905,42,59.77852719107001,Afternoon
37.80324490466481,-121.45863736160386,285,13.637626869182618,Afternoon
37.98656311411441,-121.71594161095958,179,70.18234639795469,Afternoon
37.597839986845685,-121.00522504542609,149,42.07773203355335,Evening
37.08196573464366,-121.03344108144486,366,28.36912571873501,Afternoon
37.64683722892638,-121.55926095891574,210,26.923515523577713,Morning
37.624979748376035,-121.73959689121209,32,43.81098789907653,Night
37.63835057742043,-121.16160036190782,465,72.07820776282715,Night
37.30714564810421,-121.28437928302822,233,36.484330717785284,Evening
37.859679585080336,-121.3130585649965,377,62.48080227484803,Evening
37.95947218295541,-121.10688625867753,279,16.777311169105303,Morning
37.21771251297815,-121.31058286612867,356,43.32396915057432,Afternoon
37.088152158136644,-121.71620205695845,162,79.4180298274915,Evening
37.194535033168485,-121.30613683812427,342,63.93064619546359,Night
37.82055213925572,-121.69418648871634,94,24.73699419084291,Evening
37.676644634819844,-121.240761020343,118,45.10090315885375,Evening
37.636047342339126,-121.38025214550844,40,26.35373345539966,Afternoon
37.40179313510942,-121.92258844801525,238,38.66926490837565,Evening
37.57782797151143,-121.48716463756486,249,64.60588166144754,Morning
37.30787412527437,-121.65669903080426,387,63.985737070328256,Night
37.47720007941796,-121.6714293672677,372,25.96702645316696,Afternoon
37.79306302837065,-121.39774369762274,319,74.5556322708402,Night
37.981241597455465,-121.67767517553058,398,51.479772793537876,Morning
37.9324889235898,-121.22310625179513,150,36.59470036734102,Morning
37.933865942846246,-121.92920856398882,165,45.135490654660245,Evening
37.40222373484711,-121.33961174760418,308,52.35498774064206,Evening
37.46878988050679,-121.19080519634326,354,49.19233722920498,Evening
37.70563539636898,-121.32716831007957,380,44.048352487532476,Night
37.922191928051284,-121.50277080498,108,45.345296286258005,Morning
37.14199425935208,-121.04969298626382,56,22.348833729952034,Afternoon
37.304241863827194,-121.70006151020193,496,66.89130330132755,Evening
37.13924684459411,-121.98083211247503,336,47.92322239587108,Night
37.61200852995945,-121.56801062853656,431,19.175590319329217,Evening
37.306300996887536,-121.96698806409967,489,63.63099711079445,Morning
37.32610785251257,-121.0460632474736,76,75.27107848641455,Afternoon
37.07091595948798,-121.79008195425195,71,76.31148294658735,Morning
37.349796061807595,-121.21107297605113,118,35.831241268782094,Night
37.86249650740159,-121.22542791682564,176,19.486181149252783,Evening
37.233072811890835,-121.78227110031706,46,46.28797386431456,Morning
37.695187466210065,-121.37877346951983,128,17.88264605444545,Night
37.629628344938595,-121.95192103151355,95,75.3791192958832,Evening
37.86348460836911,-121.51642541429614,391,22.85057391486022,Afternoon
37.13228794765104,-121.98535287272752,401,27.693610196581485,Morning
37.97758996034504,-121.07885611981916,474,38.46455688194793,Evening
37.58262864604036,-121.02391397580043,61,36.8215127991388,Evening
37.995474152346816,-121.77771723336141,100,65.62640246785223,Evening
37.91151472586585,-121.79189396540363,298,41.94217743856736,Evening
37.221517272113104,-121.24627982343787,346,21.953778200233582,Morning
37.05616200990331,-121.74662060117066,307,28.704692684025186,Evening
37.25563909379536,-121.10492344083815,213,45.63793696312654,Night
37.52756364899942,-121.42607086387702,377,20.321774219829443,Morning
37.17159636706519,-121.64922237698968,247,52.815897295220985,Evening
37.16745974451799,-121.16730625365058,391,49.60231145858021,Morning
37.46259354710515,-121.5065932995866,164,60.02916214675804,Night
37.03326797116936,-121.08836708629153,249,75.63932307655574,Night
37.12188808253227,-121.07198576327062,145,73.85781927708089,Morning
37.41586133940795,-121.8345798478716,416,76.22529326481819,Evening
37.063129909207966,-121.99767659386806,371,27.130091791659066,Evening
37.39675505645553,-121.0160690598576,390,19.209571464754823,Night
37.47400626594845,-121.09386246387253,378,31.159369034751396,Evening
37.45126661407311,-121.94455476429616,73,72.65596209364202,Night
37.86917485740309,-121.16696573605893,132,78.04374322364417,Evening
37.530062455051734,-121.54219506744079,263,70.15274657493333,Night
37.467980462478046,-121.74103839497502,486,17.701240478928053,Afternoon
37.410709245391665,-121.12125347632308,123,76.31995986418552,Evening
37.81762337830449,-121.80333276760969,29,39.63506191455502,Evening
37.895056603999834,-121.05270000057993,25,10.651720353364757,Evening
37.85324246919712,-121.79437851230065,154,40.96756185237355,Morning
37.67354657813139,-121.38631681227126,217,13.224841877282731,Evening
37.137361745968676,-121.77691366547103,28,48.07145448127823,Morning
37.27686996949201,-121.45433133503137,385,33.69878192059359,Morning
37.04606306368198,-121.31602487008486,401,43.140445351583416,Night
37.93082407499011,-121.80977206917986,175,52.92192525201819,Morning
37.66079852969091,-121.47911421729933,47,70.81607670724742,Morning
37.74636288431324,-121.53094025560988,190,56.333110353035,Afternoon
37.31157173958223,-121.92896257859665,358,40.38342079347265,Evening
37.845653522277345,-121.1816921823247,114,67.35994975692556,Morning
37.25960328370848,-121.66431759935716,109,73.39074963011925,Evening
37.00164375711245,-121.42541780244812,99,18.383197650253805,Morning
37.37641496252069,-121.48521576506687,424,47.235308428695404,Night
37.57076148095907,-121.48673949542956,309,29.91583718197109,Afternoon
37.478704857965525,-121.89277760579151,453,13.294283851386318,Morning
37.8620761425766,-121.57651799075067,341,56.79826865797897,Evening
37.10540528595617,-121.54763324079343,410,70.39395442214578,Night
37.55382344063373,-121.26635715963555,88,21.403185813417583,Evening
37.51297934982091,-121.1599811680793,82,66.86895603367304,Night
37.281392982172164,-121.45501772189998,432,69.73770134758593,Afternoon
37.82222811257701,-121.91321704593501,435,74.00383098665385,Night
37.752848655882204,-121.76315052940345,185,28.569956236023668,Evening
37.73285918733183,-121.83506597314727,405,73.27671456329224,Evening
37.87619247826956,-121.87538493681087,105,32.446392831550256,Morning
37.72278460062152,-121.6341007013822,354,48.6636609418852,Night
37.23184129171473,-121.77060649784562,112,13.53552295825975,Evening
37.70556271164969,-121.78169688818849,411,13.071676185812052,Morning
37.307702813389845,-121.94530682542373,472,60.426124891254204,Afternoon
37.24217465034747,-121.98232995520456,233,41.113598458445374,Evening
37.073003592899624,-121.89723175735021,15,27.94046627584523,Morning
37.744028580347674,-121.82780252057637,131,23.328944721743714,Evening
37.711000961949814,-121.5690162711518,245,56.89674436014526,Night
37.23449947767409,-121.48947973870115,436,10.02810808177379,Morning
37.749379016724156,-121.85940808182663,125,66.4123818437798,Night
37.917840883093554,-121.57521665847581,172,15.547472429095016,Afternoon
37.10802895749158,-121.65825115767407,235,23.40427304356836,Night
37.23263663838677,-121.81657635650204,239,37.03654767093627,Morning
37.75026079408732,-121.99315925185164,191,43.94011178012725,Evening
37.27450667350708,-121.53298213347826,258,34.84965810697592,Morning
37.62466397428372,-121.3143482507348,327,32.44985154890057,Night
37.08116422446371,-121.7737226658562,462,77.4741208451232,Night
37.45220247910354,-121.86819317010332,219,54.9105776870376,Evening
37.73909142199295,-121.11295725555304,153,11.640306875717174,Afternoon
37.68651394304325,-121.7249752275122,401,40.11231359110192,Morning
37.815072100675806,-121.77638738020734,354,71.25060898207792,Evening
37.87745212660317,-121.14290306039008,105,31.10193304874676,Evening
37.77318350125876,-121.18289290083324,391,16.618944134207176,Evening
37.671587742938925,-121.55165352947536,355,63.08693401129425,Morning
37.03172249181603,-121.51076113857222,253,52.42096823552569,Morning
37.53496667340944,-121.78225129516598,95,49.92187554785527,Morning
37.03769772491485,-121.92169832952044,424,13.750359172518554,Afternoon
37.808067817116026,-121.42656817464434,403,19.834930685686214,Evening
37.320724524459955,-121.90165507840979,193,53.57845773491796,Night
37.56242937411792,-121.55072545304336,130,24.547668902118506,Night
37.2794453073189,-121.05950280148699,341,45.284905582389705,Evening
37.78250014438029,-121.04716561082941,101,48.141718022057546,Night
37.886502526641905,-121.76066771345265,79,29.845503318965758,Afternoon
37.398642494213064,-121.37588657995434,413,76.3897608879045,Afternoon
37.86292239351099,-121.52592373589214,142,68.97248747849025,Morning
37.267075007456334,-121.12431487241389,288,60.5661455342959,Morning
37.53466092307552,-121.72856913572394,146,15.459570648658636,Morning
37.8587614298387,-121.99629759316758,323,17.42910135163136,Morning
37.32588134261579,-121.83743879406859,196,44.494694210546896,Morning
37.95404226507809,-121.6504771988306,230,21.249934443369,Night
37.121879501781386,-121.6842788702295,473,78.47858244706319,Night
37.01827506972351,-121.20863708087711,447,21.09641638191866,Morning
37.90413535257819,-121.31943933386117,55,44.12274848247818,Afternoon
37.06864866614787,-121.7004436803851,287,35.488473978905375,Night
37.99188919594749,-121.54225618283378,201,54.75704950178686,Afternoon
37.951396861979106,-121.90444089604166,17,19.032548622259746,Afternoon
37.13702091003632,-121.1018535551799,388,40.12214996296736,Evening
37.53758462569257,-121.06457517555147,285,29.229352296500053,Evening
37.184920297467144,-121.02019646461906,188,72.14260672701816,Morning
37.42815517303012,-121.13144716921417,343,12.840999849428655,Afternoon
37.06142512925983,-121.82603911230377,48,73.96092458045214,Night
37.22392458779659,-121.95380351679837,302,68.30958969871003,Evening
37.3632727963989,-121.42040327258732,187,30.82995015085708,Evening
37.438647500246056,-121.08739497311689,171,65.25034582739733,Afternoon
37.977496258208895,-121.82264863834025,340,12.18494922371233,Evening
37.80786564568398,-121.99295708537586,383,77.68058852053755,Evening
37.73740994431195,-121.19450395396775,113,46.86164598128526,Night
37.53704131474198,-121.92320431571326,170,31.229671824581168,Afternoon
37.83999776060434,-121.58629396808998,296,35.38082488162739,Evening
37.339322835655715,-121.32111266281122,132,14.648374742234815,Afternoon
37.70889911277332,-121.76320241454383,63,79.25446598294275,Evening
37.99378397537817,-121.91603743655327,437,12.750436160548471,Night
37.3146289089352,-121.22997877154417,43,55.84349862035013,Afternoon
37.674017534883966,-121.36982491511296,251,40.99151493945208,Evening
37.84431486415238,-121.0115095155132,464,76.42413527321006,Night
37.91580758335067,-121.65569196668004,387,27.219981821475663,Evening
37.7179326909401,-121.9382376137098,122,47.24607767566079,Afternoon
37.28360792341714,-121.2656499646647,327,43.76493460079271,Evening
37.32628215156895,-121.47826658114676,32,59.2006510835071,Afternoon
37.020758032123965,-121.78679606861087,55,14.760716236669435,Afternoon
37.76088597767151,-121.21827101099524,321,23.565239101634837,Evening
37.04273960606195,-121.79624451415006,144,25.019537406499488,Night
37.86465235460275,-121.73933834516707,127,61.670552838918276,Morning
37.118660614474535,-121.90747144563328,482,23.239708742871805,Night
37.171876512135924,-121.60056772096914,198,50.144423472368366,Night
37.47652647083224,-121.58107077606257,140,25.06706743506676,Evening
37.73788041516874,-121.4854382096517,431,70.3137465058785,Night
37.13900220519908,-121.29103573287622,221,75.9529818142747,Night
37.4400710750665,-121.09389907131957,427,46.294508245956834,Morning
37.4828512744101,-121.8622659011122,122,34.66162189464248,Night
37.21228564166859,-121.94565190165135,53,26.38404425122494,Morning
37.11555837668063,-121.98146876640567,137,13.484670106613063,Evening
37.83642092298564,-121.85637862193119,373,28.795005333824676,Morning
37.50246564976277,-121.34205051421837,167,55.796504596172255,Afternoon
37.01438123598415,-121.2725229220035,282,47.35318519164476,Afternoon
37.8029813013091,-121.21349428647187,324,76.08288947966491,Morning
37.980793805414585,-121.75629178809565,403,37.73940837441904,Afternoon
37.60592619541425,-121.69410518673848,364,58.570433962987615,Evening
37.50370838708407,-121.5168653544345,349,44.2525923232585,Afternoon
37.878415863044964,-121.93681690313977,411,45.880335114694816,Morning
37.9525167896846,-121.38885847678876,54,28.744202022288224,Evening
37.75453691590246,-121.01626496632424,117,41.84655437893998,Afternoon
37.44545292973429,-121.639193688622,228,42.95494979088951,Evening
37.59222139933144,-121.24715252490861,452,59.464976522425374,Morning
37.700935365018,-121.4999660844304,327,75.84479994302797,Afternoon
37.1942735710018,-121.87218815563962,324,33.0524894237753,Evening
37.44720103221644,-121.41776255119741,186,12.954032800690891,Evening
37.82982126471728,-121.70012573155593,237,44.74065878504478,Afternoon
37.654725348498445,-121.96559679154655,200,48.1122932504418,Evening
37.411204067211855,-121.36507026988225,480,21.79083857923407,Evening
37.66336253401468,-121.14106765067527,169,63.23252243932467,Morning
37.11822241207246,-121.65523023310013,403,78.94503759090442,Morning
37.401497610564874,-121.60970445278723,276,76.20423019059227,Morning
37.79312853796306,-121.1089783170328,367,23.797422717655653,Morning
37.22050878713665,-121.18639118663265,335,71.27542679305324,Morning
37.185961507557415,-121.28504717644822,388,59.31455454881793,Morning
37.95081865991643,-121.75120293624686,498,41.76925946648381,Afternoon
37.20989762958623,-121.08978334503335,199,47.84276960273103,Morning
37.260918579650166,-121.84558424246079,184,69.47201224877207,Evening
37.96961593890434,-121.37322948058278,299,43.60944577468612,Afternoon
37.73470857026503,-121.97119881945348,493,36.124515837358885,Evening
37.69959653302353,-121.35628019367505,366,44.527324511819,Morning
37.85292638385458,-121.72285564812664,154,50.53908628245344,Morning
37.115823082236794,-121.55032302281629,241,23.23543576448442,Evening
37.70595623658001,-121.65473544794294,369,73.06354111868934,Evening
37.503688609328236,-121.82724324375378,447,57.193086418072966,Evening
37.82915064028414,-121.37801920990613,213,54.32882421362422,Night
37.50814171866519,-121.11802444485939,222,16.96473583264467,Night
37.62024135426891,-121.0409157577176,49,52.29217567208143,Night
37.477742126399534,-121.80765363684608,284,18.467246356694464,Night
37.478158923555846,-121.28262722593702,332,15.508837263677933,Afternoon
37.767969978061835,-121.33566063339431,91,46.91176269496753,Morning
37.62856640064728,-121.65662221042543,190,38.19498738325465,Evening
37.63326320160941,-121.98090080064627,329,51.216718910935626,Morning
37.45028248383153,-121.31020875268713,92,16.245551764006702,Evening
37.53110949633753,-121.0545051394405,312,40.16881439930809,Morning
37.74571766620479,-121.36787987808435,271,22.23507005316106,Afternoon
37.825940919111915,-121.56470727581237,281,79.09700601468816,Night
37.69656140214405,-121.47484610588837,209,49.280514870462206,Morning
37.92407298884568,-121.80037119234008,249,58.12058026586071,Evening
37.8203240881472,-121.24945583624626,411,32.779279647782545,Morning
37.56186378980952,-121.25358016999014,189,16.63172403455409,Afternoon
37.671406072643734,-121.85448269961257,441,78.31096039484757,Afternoon
37.9263082769212,-121.12202161750034,180,30.038132476822824,Morning
37.61916804424306,-121.7308102605267,304,39.6665729621502,Night
37.82480694797983,-121.01774393906338,186,55.49047451918025,Evening
37.688810503589984,-121.61709698596276,378,11.72881083802779,Afternoon
37.55193636106047,-121.8221159412655,405,66.71813913621008,Afternoon
37.241838195415355,-121.64827988865434,246,47.56047330200342,Morning
37.42599751946843,-121.5598196713028,147,29.47520309481755,Afternoon
37.967742824833714,-121.93069222696171,336,14.312558970472846,Afternoon
37.6577653832726,-121.4217816187767,375,21.374889083210903,Evening
37.564395380338986,-121.4023675601311,320,72.65237011974058,Night
37.93295662552823,-121.26106954465052,138,58.02169567551237,Evening
37.58651178103745,-121.97083010770926,58,27.493120514582287,Night
37.526082518417404,-121.45876178556617,173,14.592053546152068,Evening
37.759310855150204,-121.94709256672934,286,58.343071867064545,Morning
37.71266561898654,-121.29885578003335,302,50.06854081774356,Afternoon
37.193160008408434,-121.94427201429902,125,38.31636671207645,Night
37.47130827457412,-121.08827215165837,33,35.452801443304466,Morning
37.472515442819585,-121.2979174331155,320,25.17699931503758,Afternoon
37.378224515243346,-121.49261023491485,34,56.87278795762624,Afternoon
37.517293482152255,-121.55849607671882,400,77.94676194557094,Afternoon
37.413107397727146,-121.86932736958674,136,22.300067208577808,Evening
37.199345489471185,-121.70900061043534,243,51.79816340108523,Morning
37.41236648727468,-121.13104089497911,218,39.692953902218335,Morning
37.07227694757318,-121.09554718843751,102,41.268210522126545,Afternoon
37.57578586277441,-121.99925229162947,103,27.79030960894701,Night
37.853654548941115,-121.40586360852245,336,67.75944129629934,Morning
37.725287084354555,-121.28069939097489,234,43.96789229030688,Evening
37.36039404005411,-121.38125301754239,464,48.03840965387849,Night
37.08707120557731,-121.91832023513365,387,31.333263895812802,Night
37.20214939922527,-121.7822751012011,289,22.72659259668648,Night
37.54549034049484,-121.74965973261861,20,16.013727174197435,Night
37.207057083383035,-121.1682753686949,338,59.98833986474411,Morning
37.54397311128497,-121.53680056369107,21,23.736399718149894,Afternoon
37.2315990247639,-121.51317178805877,44,58.305274793215844,Night
37.848923869476074,-121.0651069534455,456,37.32635122328677,Evening
37.39727147284046,-121.36291411114529,461,39.1042360692756,Evening
37.24555062594449,-121.10133229844733,237,42.842424726494016,Afternoon
37.81232618024706,-121.54349114465846,229,35.739595568928024,Morning
37.34283896480545,-121.85056374148171,450,17.043398405581307,Afternoon
37.11148768783878,-121.07006440592592,150,31.674226700199206,Night
37.570409491403645,-121.54129488433246,32,56.46140524857569,Morning
37.58156420443799,-121.81836857812118,92,56.60490810282097,Morning
37.71469567523573,-121.69760425969608,499,30.035701506799604,Night
37.24021943320839,-121.94919741031106,238,42.20718385903816,Evening
37.443771339092244,-121.53169940854362,432,23.541305960835622,Night
37.282367919042656,-121.14687182808976,353,24.726045707088502,Afternoon
37.08095373611569,-121.0664195439933,89,11.613296188462519,Night
37.876613827015895,-121.06739779249635,362,72.77225849354213,Evening
37.72886980448834,-121.87476997437125,405,24.749466555243437,Night
37.301463059458804,-121.61794611748894,299,25.927371385552433,Afternoon
37.599372992871984,-121.9717712403493,464,29.572100285159227,Afternoon
37.201263788134476,-121.14483465502853,340,18.91856501868003,Evening
37.89023662179577,-121.64124423797873,168,54.7484018226954,Afternoon
37.11490634336191,-121.36888297210777,486,15.26000672243106,Afternoon
37.0038371455078,-121.28510156192272,137,19.39416984284452,Night
37.50200819773918,-121.57015533025684,199,55.132970861306504,Morning
37.58312782345287,-121.69355766344975,406,33.77624343370099,Afternoon
37.57896532029581,-121.03778708988405,40,59.55634786908323,Afternoon
37.05451192743783,-121.03551177497614,395,49.01973212690994,Evening
37.314043806918434,-121.71056363196998,368,27.921482114305913,Evening
37.49919894684133,-121.52037490325554,24,55.557956534252966,Night
37.21657918562724,-121.02715584133998,322,18.139157620501646,Night
37.872625885485895,-121.99513159234449,84,47.54872681560213,Afternoon
37.08710928946143,-121.58732175162085,43,40.60036735315242,Morning
37.48738444167204,-121.89954245031903,368,28.751150797220856,Morning
37.69141605751315,-121.49084203443739,205,52.28034984176501,Night
37.26175110013448,-121.97533004545951,340,70.99335146381978,Evening
37.62424073699752,-121.59310156860937,38,79.92332898341537,Afternoon
37.82938515014237,-121.77930092521467,203,52.54339381203972,Afternoon
37.19033697509505,-121.46669163754126,25,38.329411203041914,Morning
37.917220591824865,-121.0040063508993,432,25.76449701513411,Night
37.55355853266236,-121.19946389487325,86,27.996726257657823,Morning
37.29923200430106,-121.15435790837557,302,43.561848470483596,Morning
37.43085827538227,-121.36473501264092,90,35.70943908964965,Night
37.31219188378639,-121.95844015172774,414,73.9670165837461,Evening
37.72511115993331,-121.79320232395585,437,35.78068273589967,Afternoon
37.79630066341513,-121.07493544355295,133,36.14112138018048,Evening
37.83293739231866,-121.63388688207125,28,36.847415870378384,Night
37.98576824958574,-121.8963632735192,464,68.56341472573607,Night
37.791284292496684,-121.2975946341338,111,55.55518245928313,Afternoon
37.60138407068856,-121.70054227606575,401,52.99181952232249,Evening
37.33922029839179,-121.73114308709583,86,33.390011566870356,Afternoon
37.54459544871075,-121.00202254444174,238,67.25329237827076,Morning
37.0410681727904,-121.14186107497335,459,12.68547029489908,Morning
37.74482507552991,-121.59206218163216,306,70.95580206366792,Morning
37.445955545092104,-121.0197387921835,212,45.892492985575075,Evening
37.02002322973219,-121.34988677658079,481,37.877516440438896,Morning
37.062506941510414,-121.25797754812024,463,44.801709650237996,Afternoon
37.38746646382176,-121.96848695691779,70,56.71908713736818,Evening
37.58342151901844,-121.87839474065194,35,10.893579856252815,Afternoon
37.464203948952125,-121.36691487350376,80,71.00862995207734,Night
37.61920431729215,-121.10097601735052,112,41.2717667717975,Evening
37.48029425879135,-121.3762562739124,476,34.007656379005475,Afternoon
37.66170384548135,-121.865975105681,335,19.677189594383997,Afternoon
37.2191260646708,-121.88423995375368,372,40.76257620509095,Evening
37.11284318718362,-121.15581410417592,166,44.74259398990652,Night
37.59643395462566,-121.86069766129208,372,38.255268614543446,Evening
37.48468951693631,-121.47976803949598,368,57.50620656788279,Morning
37.026867654044935,-121.9628866800377,203,39.46275701314582,Morning
