CPU_Usage(%),GPU_Usage(%),Power_Consumption(kWh),AI_Model_Efficiency_Score,Processing_Time(ms)
48,34,1.5176617321547334,92,165.84429054995016
76,43,4.311134276398519,70,377.21874293059625
54,35,2.4288374613671406,73,221.24507849753243
22,86,1.1343183238479617,91,52.898845373612495
67,6,3.488845615274378,89,148.57255402854486
29,82,1.4724070393338837,51,215.10531991042967
81,81,0.9390312960768488,57,153.33304848336348
70,16,4.378941087819225,97,172.78072976418758
48,43,2.5707301901979784,76,153.95019402545148
10,70,3.871776707130994,71,30.334591919708927
12,17,1.8076440191285978,86,322.17640340397685
86,50,4.0413656071294985,76,302.67328597319994
71,31,1.0037116715968866,78,330.1579142545535
72,21,2.101880182076837,52,104.23184905647746
34,64,4.901278180880879,93,154.8707253901178
65,68,4.072953723656028,62,313.6118042030119
42,92,2.737651686416097,94,303.8175085453615
47,39,2.028998622028483,59,258.10185158359127
15,74,4.424610650101144,85,181.70249250499674
67,87,2.9518149158803206,58,457.3361923395981
53,34,3.912912580411,76,176.48741872643345
54,75,3.893484561422738,83,233.2533866542533
41,78,0.5807555535582132,50,342.2757771675623
54,67,1.0681420225667606,81,276.08050112471443
70,32,3.46833214877634,74,179.97412841854893
56,64,1.2272891507864214,78,223.46594732368982
30,83,1.6497200509502212,56,399.29560074821796
89,41,4.759870793898232,98,146.2832861884401
94,26,3.0208201626871034,52,79.70506749063956
84,72,3.878282781497062,69,163.44996889659078
45,24,3.0109133245218795,69,426.27176558907166
28,72,2.9863112665222635,79,53.60496027960986
29,68,0.9236835955656406,84,495.9310759525014
66,21,2.046484366740964,84,275.09142047455464
27,16,1.7709390440893027,98,492.57441454387606
56,26,2.2582776452612596,88,470.108246822129
58,21,4.0925488470094775,76,231.87871996334923
23,14,2.173697005625892,75,107.26062655662106
24,69,2.532635686542572,63,90.79354051691784
40,26,2.288216257183924,66,127.59478829627918
10,94,0.9203358738888302,67,357.9649938766233
63,86,2.4848247121285265,94,143.74549741842904
12,54,1.3802417287003177,78,177.29838210610617
25,18,1.3402548309786866,69,229.90161395736123
96,68,0.9231624699541986,76,457.4840134065136
66,51,2.1050193836379414,67,102.80277476357459
84,33,3.908668481552378,53,12.463010778803525
21,80,1.7439876076252823,50,39.447241085303375
83,40,1.905570958484811,99,453.3355074232578
25,56,3.392035959525906,50,327.2830677732479
81,80,1.381283656641135,75,143.78990347062532
85,11,4.536310686905905,94,96.82432549548365
33,33,2.840857354631995,69,154.19070095218603
37,15,2.5142132314409764,72,66.25049435312725
17,37,3.010190863681406,59,471.35112603937614
45,10,1.2471544103728796,60,394.26102543898077
99,83,3.2606291238762934,90,236.57167668714496
17,36,2.1339533148530467,90,433.83167650644896
67,55,4.537338534340785,54,132.23452010368382
69,79,1.2598439300495876,50,361.38907855137484
59,62,2.781729967394485,66,429.50492451673426
37,91,3.191506832160581,71,184.8166686954036
50,30,0.6502262080387156,83,381.1575782708517
73,50,2.136619061402631,94,154.58545113951158
36,33,3.796858556153748,90,156.4399962769251
72,8,4.19169878352038,78,62.45801749155117
26,85,1.9092289766777706,53,225.62844278960537
82,17,4.09366972572238,54,367.5588341837369
42,43,4.85490144696525,60,470.70819472992963
93,19,4.355932712337923,70,305.8605260452571
86,33,1.0293979467169634,84,432.9364134905121
38,33,3.828786494384933,61,413.0223781522113
22,79,1.9385007459824513,75,94.93809595788761
55,36,4.947871952354344,68,248.0505401671894
44,6,2.6841154242194922,94,67.29253240744183
15,51,1.0509525426152346,56,344.2550491652011
91,82,3.7633349661232582,96,475.45083744057723
78,88,1.9535503927379623,56,77.17383445859069
56,26,4.986851706867478,75,369.60273409324526
34,79,4.909021060345348,89,319.7966939252519
75,31,3.452603081092613,54,295.9664681339689
19,71,1.084219020282729,70,201.15891499728622
65,85,3.5908744895376308,63,184.01450739936814
39,60,0.9186371890701224,53,32.17210261925505
14,25,0.6321387159607654,72,116.77526704348661
42,51,4.203313007996687,91,17.43667232054518
74,84,1.443888264576566,69,294.89438173519005
27,63,2.205622067985938,64,61.86808558017533
58,88,4.8805582548927795,99,437.77950307456086
20,10,2.0157822583749647,94,266.34008014161094
94,23,1.8342040157749187,78,352.8480554387671
35,61,4.631935998302488,57,211.31997500184326
72,73,0.9983680039353116,90,284.68410641051383
98,7,3.918120845515843,97,471.9029967136489
95,5,4.946295049937483,68,50.53967941559868
68,62,4.55583204848592,97,134.42950824261112
36,42,3.432505634178917,88,392.19428018616674
58,19,1.913273577467294,95,58.381231372506264
86,38,1.6444489153024253,77,47.07394091301432
42,65,4.186647971921575,95,187.1552853894789
10,39,4.459198612782629,76,55.16229965149183
30,68,2.864457106455618,53,296.6884366810395
64,29,1.5995297335390977,64,120.87487290013391
15,28,1.008244437850281,84,448.89200196769247
90,16,0.8923076052432403,86,393.9150396141758
78,22,3.73584851309235,50,352.85555098874335
14,19,2.3905342753147623,52,312.3025734184059
12,84,4.574119434250417,96,433.09820786731706
62,31,3.8285208532704367,73,119.30041015595087
32,76,1.3606718806156402,76,437.82333295447154
62,64,3.2619983846706457,89,396.8512262277856
46,50,2.459774544791717,85,376.5988049299659
83,93,3.0976237884587587,83,285.0152822567128
83,21,3.8213110550233274,78,130.65963887559406
92,57,4.127881464517058,73,217.5384788360292
26,12,4.2968179688302595,73,398.84962072401277
94,83,1.6428869355741114,91,25.57145733508898
87,31,0.6400201996281096,53,393.20487693924156
82,50,3.826826308241479,52,127.63466283890759
10,54,0.9785467681509856,83,80.71150835358549
60,75,1.9171381487583545,98,66.69364590834806
54,7,0.5171771035595621,72,23.352505855899405
86,68,3.5675126708072904,72,266.5573777585119
13,48,1.2520940516204957,94,116.94733761992745
71,57,3.448770843612462,54,494.82156523201945
74,28,4.962841777255274,80,291.4740103773808
41,64,0.8270189222450732,90,77.5637819844451
43,7,0.8468510537815731,55,347.493644997569
81,24,2.031710417000037,86,449.8943475897654
48,50,4.398739314131039,59,375.13795273111106
35,19,1.4698844095609933,89,47.45553190932936
43,29,2.121700189686564,56,448.9832487844032
63,82,0.8082743298214081,88,399.0253990713827
12,75,3.934198810665002,87,87.56891105175103
59,21,2.3373785424175297,70,35.37508547908026
21,88,3.9166192987737927,69,283.0821819040112
74,13,4.566235299560578,52,86.45754755658868
63,42,1.5474341619557994,71,418.9495667716833
14,52,4.133282136529781,96,185.58398176912013
66,64,0.7659225053521397,53,457.31729792092193
26,67,4.544813246811113,77,287.18720434909284
56,90,3.428458464014363,61,99.50946827743739
32,6,4.434020258622581,87,78.40344500630205
88,92,0.5008477980046185,85,292.4714944032994
94,76,1.2608648166019663,96,383.32296981259753
23,15,2.253917243419214,90,392.9377673936692
75,68,2.2077630651862337,54,145.1211281762278
84,81,1.520286723155798,62,110.08091186696207
60,85,2.2172537294024,72,18.210589201267382
47,76,1.0798192040011467,99,342.807584088573
73,25,2.357425081697117,79,47.5184466324341
47,22,4.110594481216689,86,216.17298886530364
59,68,2.6558152839650804,74,304.8242603689651
91,86,0.5810004002534674,97,469.1833830106417
39,42,2.396498187106613,76,162.78304710832663
88,36,0.6222875724087987,63,132.3883595987947
60,15,4.848095348180592,97,330.53847560018824
72,49,1.0735428174029105,96,313.427125706255
61,93,3.6845974684877842,85,172.73379382098105
47,37,4.877493453014386,88,464.7698993997954
97,45,4.217175732499573,65,423.98254046992
88,12,3.6469191880679164,71,119.75144747388977
39,15,4.277574092753451,70,127.17984726291635
60,90,4.9180941196728245,70,261.0271699746695
90,55,3.296050237640883,57,389.05032984805297
14,92,3.016331630731969,98,31.579785900347552
38,45,3.3270714970847663,65,349.73422533000627
13,21,2.8970414904269974,80,327.6355897172275
19,80,3.3579009765937347,91,123.42524699736424
65,50,2.5242899358765167,59,343.8629764882609
26,36,1.482994322974882,81,470.68976371352045
83,83,1.0411125193025403,83,32.925064036166575
26,84,0.8075342098951718,58,166.62950709311065
93,58,1.6849210268894004,66,224.70659116651407
97,90,0.7075560395108023,60,450.6375758730979
78,24,3.0522685096372353,81,481.5081088384868
43,37,1.7772280116058412,59,227.6164707832028
15,78,4.210406636391644,71,377.51392194967366
62,44,0.834083928447739,66,270.5139016445967
75,36,1.5185817245366868,53,273.5136380232745
86,6,3.7861076619056564,97,146.26876238251467
52,37,3.1946373337257112,96,116.30856047330096
84,81,0.7902107206212539,74,151.12261950278017
32,34,4.447577557229902,70,282.60072355596884
64,37,4.4476779327178075,86,24.286041150823607
89,81,1.9868360174409823,87,454.55198273463884
84,30,2.0318262950730412,98,86.57901767939035
25,26,4.950627612575783,50,117.84345166697942
17,70,3.317792772169122,74,263.9553264593467
13,42,2.890924342556266,85,357.9562355052669
13,94,4.271684825983661,66,56.907236824754676
65,50,1.7838065226079238,90,165.67040179810945
34,19,2.431321670283606,73,484.650556731435
76,48,1.7049950396975038,51,138.54805372266338
76,53,4.051223809649292,89,163.39457108094197
36,79,3.080072055358481,64,419.8842604028364
41,65,3.4647128156303175,81,34.60507152832307
59,71,1.6353826242773295,88,237.66045271639572
70,10,1.491013856197918,55,196.01221458131843
60,13,2.6976858304232243,50,165.12751235523908
28,10,3.8190458709177206,96,149.99280108193463
30,77,2.863578908840721,72,54.77331138160051
14,36,0.6469055489555087,88,164.26465638230792
91,45,4.408481778441299,66,31.0956773306776
51,80,0.7910910208180921,83,392.6722931857733
70,12,4.8012101767433855,90,205.13161903942571
31,76,0.6131388122477273,78,227.51287783675667
30,54,3.6250270525881896,58,447.8613473605645
79,66,0.8699317867030174,62,332.44694209199815
10,88,4.598044607458128,55,13.948960637638697
14,66,2.5899495630149425,55,472.15566325102964
21,11,1.1188569866765692,69,126.20078832907849
99,79,2.0336706490543097,52,62.73095053233084
55,88,1.2417110390604291,66,386.3828074066323
43,84,1.2676186020069051,98,255.23388477469192
58,8,4.76648744077149,61,222.5475773488286
87,10,2.503607505281547,97,132.25650904454346
99,62,4.0496101875741175,96,278.26103003253615
54,26,3.3782250252995683,94,144.44845654926786
36,30,3.5439186305227652,50,451.77567259066313
82,7,1.0926204731241733,66,115.45019506926447
35,45,1.5538300106696856,52,443.3340237233192
56,64,4.040376508194966,75,284.1086586064049
95,18,4.868447929136523,64,415.9591856086681
65,79,1.6820403916939328,85,359.29453797186795
72,86,1.7220594413796793,81,351.3806046040068
57,16,2.628037097649072,81,168.9294457705773
70,91,4.92728140784947,53,124.6094964213797
90,16,1.7103152562191197,67,113.33425156358618
35,17,2.3313735933541873,98,430.0239119591985
45,29,4.511660070305781,68,412.0091419269198
10,49,0.513144646796129,92,225.8810287260306
17,23,0.678946842448563,84,74.87826061326275
61,59,3.2183225468204864,89,197.3036034689546
88,49,4.583210741207812,63,313.4782925270866
56,12,1.5748549718086744,82,232.65754569517688
65,57,2.6133879860631906,63,392.2927415566675
95,59,2.5270938574601822,83,498.83518290317886
23,36,2.6283710574297956,53,103.65472333995945
99,55,3.3013386307838535,73,235.2289016331905
37,48,2.6138469334580767,78,221.1821119412028
96,86,2.51360663595106,68,159.2013410469859
87,74,2.6342978919406725,55,107.06680319294189
97,22,3.1589034857196867,82,42.18913707993302
11,87,2.9165336975811127,98,444.68846543961223
35,26,4.343611989427269,89,215.72586186629562
23,41,0.7227358407214998,68,253.47880406502395
68,60,4.249926821628556,50,459.3016036184488
65,63,4.297660756752759,54,390.38233398281443
16,7,1.7820860968893237,76,73.94561941742026
12,32,2.582833797571328,65,287.05578412779374
32,78,2.47342319841846,55,226.70361549458397
27,39,1.4832942545935863,89,400.6334255635938
47,65,2.2855858118884242,62,364.8739483298551
24,58,0.6997449747688449,97,348.29880373642527
73,67,1.750199327517805,84,176.86696938514947
98,83,4.175069789528232,68,404.4322278956347
37,11,1.780530357933039,61,35.671734841482
83,80,4.181930009367115,65,88.21620170176195
48,53,2.892197590719939,92,174.45540375917673
66,89,4.45938204812522,59,47.63564612394783
26,35,3.0865079941898683,74,125.14719599199888
95,62,0.6335070037913292,69,416.7739816689799
99,65,3.5393909339619016,80,474.6432535171389
53,28,0.701841056106059,53,159.25515432935333
34,24,2.527686585424103,93,139.61274395453074
26,41,4.682420125129013,72,147.14739960074917
22,8,1.2434177270203257,51,146.0823528019135
93,24,2.2544255882369484,71,27.605789271126767
34,64,3.784371389818153,86,464.18900970224297
77,28,4.470163502426814,57,114.71208936946091
19,54,3.5192435213412856,56,215.80199629988843
76,53,1.6617796438602614,63,14.746572543074192
27,55,3.5357353381229726,52,430.397994548378
95,40,1.835274384968405,99,368.26709878290944
43,70,3.7329315341843086,65,473.91045723511456
17,83,4.793149074132683,68,392.99158480623555
49,38,3.7462705299782972,67,163.71619090551195
92,40,4.382962263105856,65,131.4579457769276
51,10,0.5094672942914753,57,351.88099070111355
50,43,3.7290745612921747,82,188.41525975514472
15,46,4.233144005893626,98,287.44535771878213
61,62,0.6825143189510664,61,13.066160802970412
35,16,4.422189772797038,60,40.32399382343287
73,7,1.6551240273952064,54,272.33029117900907
68,22,3.4938144589012485,76,287.3751067596009
65,44,4.10159695560533,61,378.2119427850784
68,25,3.4819903087670996,66,74.66300661574125
79,19,0.9152815643296576,55,261.4597110408216
42,30,3.1834468348716576,82,105.27934577152742
62,12,2.973126455249646,54,55.6660985857204
31,91,4.5514457063342215,77,211.14293908967176
30,46,2.3190787833989415,63,90.03495756363805
79,48,1.9448649368917255,54,118.6731693142361
79,18,3.8743284399640983,82,165.60174413605586
13,82,2.357038967375285,99,137.10031636416616
84,6,3.4074327875227834,97,52.919735728913736
71,41,3.4090254055607314,90,54.05895998125412
71,73,4.49617578962053,68,104.6922134647424
33,42,3.194115810435938,71,34.77400210017409
64,45,2.759691244828941,54,316.9639396416943
18,66,1.1249209687843265,51,150.79009108936197
12,64,1.020819230054174,79,147.0755242068448
40,18,1.1944470437738572,96,172.67916417650494
49,93,1.2733181659719253,88,334.7701743627636
45,88,3.3704469169863525,53,436.61060192691036
33,6,3.8344156262356033,82,381.9525969522628
15,74,2.884961853168884,62,366.4893228102965
75,21,4.23057979645471,69,247.35168094441613
93,93,4.960684520301349,56,349.96472291403177
84,32,4.1900568310371025,64,280.85356033645576
13,70,3.6269706815418163,72,115.96275881139915
88,39,2.89621714746716,63,112.20830019311485
15,9,2.519838822536187,72,155.23208336888888
60,69,0.8797657124504406,68,456.2933087752085
71,44,2.2971593677761093,78,278.2332717860657
66,80,4.595605865519604,69,369.61363473091603
75,60,4.136101834579488,78,179.8137923101083
88,40,1.4722311425525925,73,209.78072762596037
84,49,2.599735031137471,67,71.52713353225317
17,27,4.175254411513451,59,93.93452933261848
35,51,0.8032304965348513,90,415.4047118648113
60,35,2.243266635508967,57,296.5709295275522
54,15,4.333285565932764,75,175.39090828307127
53,14,2.317540388765557,78,403.3970924078175
14,71,0.8492659012914838,59,130.79475376261166
79,18,2.9414046583951317,66,488.2560223140999
35,84,4.377841227132329,51,178.9606277956232
77,78,3.1562849432892186,55,175.28236753410152
28,14,1.518255986964043,54,162.83683371298557
93,80,2.229078290618216,77,69.83464280290109
29,5,2.5255551253186947,90,64.45720219268608
21,9,3.106698592192371,54,327.57146692172046
56,24,3.9170796158867587,67,438.80784183344304
10,12,0.9449312793828593,75,397.35505003312
99,47,4.503434148579048,69,79.14272107046203
23,80,0.5553936635723402,90,277.33523967811254
73,5,2.165235506034149,98,61.7398575285536
47,61,0.6233913948769594,76,32.19437537040795
46,68,2.2683840140538107,98,331.6290710985359
20,88,2.866156694929957,61,272.2246435033717
86,32,2.802566239616803,56,50.19160575362072
12,41,1.2453275616271942,52,27.12023073893434
42,51,3.405832295430255,59,494.980642570574
15,80,0.701503027271007,83,24.71045275304522
59,41,3.928580690595869,74,227.81884399457823
19,53,4.759899952970958,84,257.26332205777084
14,48,2.0289597221800304,65,67.46727242221807
32,60,2.8275772177144938,51,92.84027143546096
19,32,2.205096251264665,73,182.38445314107273
53,83,0.5301967563682698,59,383.2211793446947
11,10,2.2364352630280218,87,258.4703877895307
22,65,4.062741166676059,71,322.57191853095117
49,24,3.1819497898256683,75,492.73553199443063
11,82,0.9556696157682152,92,386.3226633034727
93,6,4.312127703622033,88,222.8371340891967
74,77,2.889884051983593,76,228.75654168030889
72,41,4.287755127851042,78,313.19831775009243
82,24,3.110996834532632,96,336.0289521252631
26,30,3.0185980017707297,87,255.34835365996895
18,33,0.9736663333865557,69,325.98199917934016
84,5,1.2531187991238257,76,21.530922262908398
24,39,4.87411365423466,90,220.51520330945363
33,74,1.5281903603964684,69,146.6796572760036
47,63,4.898534530956655,93,73.2954781691241
44,73,2.893607179359185,68,58.777791276299816
58,37,1.111050711787717,69,305.5641611511871
78,55,0.9468599123916183,84,266.5642681047797
71,82,1.43988831817583,96,134.25621732822088
69,16,4.665367985114011,51,240.7655287985321
59,24,2.363676009477021,79,251.19383443938005
87,57,2.279454205968115,83,105.55440041492174
84,92,1.909428174815783,71,329.5256003220088
18,47,1.1617783275496478,52,392.6504846291843
43,93,2.695330387365829,55,397.8171350358643
85,54,1.0852150213001241,64,305.21021704469297
44,33,4.259661063720474,76,260.7029054343169
10,61,2.166786438238879,59,39.8935000726435
49,43,2.1866160550180833,58,151.03733643728688
73,60,2.6330289281742014,82,55.70300892130325
31,47,2.498574709245882,81,482.2733488304521
69,54,4.976860878766947,97,76.18927165062274
73,27,2.9542150454823615,55,84.36995082704
81,48,0.896907667054418,90,445.8925429819412
